City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
365,al burayqah,30.4062,19.5739,24.1,78,0,5.1,LY,1720059790
366,hacienda huancane,-15.8222,-70.8856,3.01,40,3,1.86,PE,1720059791
367,dazhou,31.2159,107.5009,24.68,89,100,1.29,CN,1720059793
368,kotovo,50.3211,44.8012,22.22,72,17,2.41,RU,1720059794
369,rabaul,-4.1967,152.1721,26.79,78,100,1.48,PG,1720059796
370,lazaro cardenas,17.9583,-102.2,26.01,86,16,1.38,MX,1720059797
371,jever,53.5833,7.9,13.88,96,100,7.65,DE,1720059799
372,tashtagol,52.7657,87.8894,18.52,81,9,1.06,RU,1720059647
373,sao jose da coroa grande,-8.8978,-35.1478,24.78,79,91,5.56,BR,1720059802
374,corner brook,48.9667,-57.9484,15.09,78,100,1.56,CA,1720059803
375,kenai,60.5544,-151.2583,16.05,69,0,7.2,US,1720059805
376,piacabucu,-10.4056,-36.4344,24.04,75,26,3.97,BR,1720059806
377,sabzevar,36.2126,57.6819,24.92,20,25,3.62,IR,1720059512
378,cangas del narcea,43.1833,-6.55,20.87,83,5,0.75,ES,1720059811
379,mantua,45.1667,10.7833,17.58,94,100,1.27,IT,1720059812
380,nea alikarnassos,35.3333,25.1667,22.74,78,20,3.09,GR,1720059814
381,untsukul',42.7115,46.7866,15.63,79,0,3.27,RU,1720059815
382,remire-montjoly,4.9167,-52.2667,25.02,94,0,0.0,GF,1720059817
383,urumqi,43.801,87.6005,20.53,49,0,4.0,CN,1720059818
384,hithadhoo,-0.6,73.0833,28.79,74,75,2.65,MV,1720059820
385,rongelap,11.1635,166.8941,28.46,79,43,7.43,MH,1720059822
386,jinghong,21.991,100.7341,23.65,98,100,1.2,CN,1720059823
387,huilong,31.8111,121.655,30.72,74,0,4.54,CN,1720059825
388,kittila,67.6647,24.8936,10.08,81,0,1.54,FI,1720059826
389,cidreira,-30.1811,-50.2056,13.93,76,99,3.32,BR,1720059828
390,barras,-4.2444,-42.2944,24.59,65,77,1.64,BR,1720059829
391,dabakala,8.3667,-4.4333,22.1,95,100,3.17,CI,1720059831
392,hilo,19.7297,-155.09,28.86,76,20,5.14,US,1720059832
393,greenland,43.0362,-70.8328,22.38,69,75,3.09,US,1720059834
394,sept-iles,50.2001,-66.3821,18.29,82,100,4.63,CA,1720059837
395,gejiu,23.306,103.1635,15.97,91,100,2.31,CN,1720059838
396,hinojosa del duque,38.5006,-5.1465,24.93,28,0,0.46,ES,1720059840
397,whangarei,-35.7317,174.3239,13.34,70,93,1.99,NZ,1720059841
398,geraldton,-28.7667,114.6,15.23,58,0,6.69,AU,1720059556
399,portland,45.5234,-122.6762,27.38,46,0,3.09,US,1720059844
400,damavand,35.7178,52.065,21.7,32,0,1.49,IR,1720059845
401,gannan,47.9147,123.5031,32.89,29,51,1.77,CN,1720059847
402,aitape,-3.1374,142.3475,27.79,74,88,0.85,PG,1720059848
403,okha,53.5739,142.9478,16.15,79,100,0.78,RU,1720059850
404,kisber,47.5029,18.0367,14.76,57,66,2.54,HU,1720059851
405,miri,4.4148,114.0089,32.08,62,20,2.06,MY,1720059853
406,salmon arm,50.6998,-119.3024,27.46,33,34,0.51,CA,1720059862
407,saint-philippe,-21.3585,55.7679,18.77,85,78,6.47,RE,1720059867
408,nioki,-2.7167,17.6833,23.25,67,80,0.93,CD,1720059871
409,faya-largeau,17.9257,19.1043,33.62,33,100,2.6,TD,1720059873
410,vilyuysk,63.7553,121.6247,15.16,42,100,4.45,RU,1720059874
411,singaraja,-8.112,115.0882,28.16,76,73,3.57,ID,1720059512
412,sao joao da barra,-21.6403,-41.0511,22.54,88,0,4.04,BR,1720059878
413,lubang,13.8584,120.124,28.95,77,100,4.31,PH,1720059879
414,souillac,-20.5167,57.5167,19.21,94,75,5.14,MU,1720059880
415,agat village,13.3886,144.6585,32.52,81,20,5.66,GU,1720059882
416,bani walid,31.7566,13.9942,20.95,62,0,1.95,LY,1720059883
417,wenchang,30.904,118.4887,33.71,61,1,5.26,CN,1720059886
418,toyooka,35.5333,134.8333,30.03,74,75,1.03,JP,1720059667
419,guerrero negro,27.9769,-114.0611,20.64,77,45,5.93,MX,1720059889
420,wuhai,39.6647,106.8122,28.92,22,91,0.67,CN,1720059615
421,ulsteinvik,62.3432,5.8487,11.84,85,100,1.79,NO,1720059892
422,strezhevoy,60.7333,77.5889,18.47,55,27,1.77,RU,1720059894
423,thinadhoo,0.5333,72.9333,28.38,74,100,3.29,MV,1720059895
424,kapa'a,22.0752,-159.319,27.18,75,40,6.69,US,1720059896
425,urzhar,47.093,81.6294,22.97,43,80,3.5,KZ,1720059898
426,meadow lake,34.8014,-106.5436,30.51,36,48,2.39,US,1720059899
427,pandan,14.0453,124.1694,30.38,70,95,2.93,PH,1720059901
428,san antonio,29.4241,-98.4936,32.55,64,0,8.23,US,1720059902
429,rikaze,29.25,88.8833,11.51,68,100,2.31,CN,1720059904
430,albertina,-22.2008,-46.6158,14.44,62,0,2.31,BR,1720059905
431,luwingu,-10.2621,29.9271,11.73,78,10,1.48,ZM,1720059907
432,sarigerme,36.7155,28.7044,23.73,88,40,0.0,TR,1720059908
433,verkhnevilyuysk,63.4453,120.3167,15.27,42,100,3.67,RU,1720059910
434,nemuro,43.3236,145.575,15.06,89,70,4.11,JP,1720059911
435,mont-laurier,46.5501,-75.4993,21.79,99,87,2.58,CA,1720059913
436,penhalonga,-18.8911,32.6978,9.14,48,5,1.46,ZW,1720059914
437,dese,11.1333,39.6333,14.11,75,96,0.77,ET,1720059916
438,babolsar,36.7025,52.6576,22.14,94,0,0.0,IR,1720059917
439,el granada,37.5027,-122.4694,33.04,56,0,8.75,US,1720059919
440,kavieng,-2.5744,150.7967,29.01,70,74,3.42,PG,1720059920
441,vila do maio,15.1333,-23.2167,25.44,88,53,4.07,CV,1720059922
442,rocha,-34.4833,-54.3333,6.08,85,100,1.92,UY,1720059923
443,yelizovo,53.1873,158.3805,11.08,100,75,3.0,RU,1720059925
444,nasirabad,26.3,74.7333,29.5,68,100,4.67,IN,1720059926
445,tual,-5.6667,132.75,26.27,85,95,10.85,ID,1720059927
446,mega,4.05,38.3,15.16,71,100,5.85,ET,1720059929
447,weining,26.85,104.2333,16.62,92,100,4.5,CN,1720059896
448,lakatoro,-16.0999,167.4164,27.68,63,4,3.46,VU,1720059932
449,lompoc,34.6391,-120.4579,24.91,69,12,0.89,US,1720059933
450,kievka,50.2619,71.5514,15.53,82,100,5.64,KZ,1720059935
451,bykovo,55.6361,38.0803,20.2,83,0,2.0,RU,1720059936
452,al ghayzah,16.2079,52.176,26.7,91,82,2.14,YE,1720059938
453,redencao,-4.2258,-38.7306,22.65,95,92,0.73,BR,1720059939
454,horta,38.5333,-28.6333,18.9,85,29,2.68,PT,1720059941
455,zapolyarnyy,69.4154,30.8136,5.6,91,100,3.35,RU,1720059942
456,vanimo,-2.6741,141.3028,29.89,64,60,2.3,PG,1720059944
457,sandnessjoen,66.0217,12.6316,5.29,81,19,2.99,NO,1720059945
458,chengde,40.9725,117.9361,25.29,50,100,0.37,CN,1720059946
459,port blair,11.6667,92.75,28.02,78,40,1.54,IN,1720059665
460,yaren,-0.5472,166.916,26.08,85,100,3.55,NR,1720059949
461,prado,-17.3411,-39.2208,22.41,73,0,2.22,BR,1720059953
462,okhotsk,59.3833,143.3,15.07,69,8,4.07,RU,1720059954
463,tateyama,34.9833,139.8667,26.56,82,47,1.8,JP,1720059798
464,manokwari,-0.8667,134.0833,28.12,72,51,2.47,ID,1720059717
465,buala,-8.145,159.5921,29.64,66,99,5.11,SB,1720059961
466,bahau,2.8079,102.4049,27.18,88,100,1.78,MY,1720059962
467,marsh harbour,26.5412,-77.0636,28.38,77,14,4.74,BS,1720059963
468,thatta,24.7475,67.9235,30.31,71,100,6.07,PK,1720059965
469,ust'-ilimsk,58.0006,102.6619,25.9,56,99,3.61,RU,1720059966
470,santa elena de uairen,4.6167,-61.1333,19.59,94,75,1.03,VE,1720059968
471,san-pedro,4.7485,-6.6363,23.49,87,89,3.14,CI,1720059970
472,devonport,-41.1667,146.35,7.51,82,0,0.58,AU,1720059887
473,deqen,29.9618,90.7188,9.64,93,100,0.93,CN,1720059972
474,christchurch,-43.5333,172.6333,11.29,61,4,0.89,NZ,1720059791
475,abra pampa,-22.7205,-65.697,5.83,13,0,0.4,AR,1720059975
476,caleta de carquin,-11.0925,-77.6267,17.35,84,18,3.24,PE,1720059977
477,alaghsas,17.0187,8.0168,30.77,42,100,1.77,NE,1720059978
478,sittwe,20.15,92.9,28.39,80,100,5.18,MM,1720059980
479,luderitz,-26.6481,15.1594,13.46,61,12,5.21,NA,1720059981
480,ouesso,1.6136,16.0517,22.27,91,62,1.02,CG,1720059982
481,shanghai,31.2222,121.4581,34.92,59,0,4.0,CN,1720059254
482,grabs,47.1825,9.4439,13.14,94,100,0.89,CH,1720059987
483,boonville,38.9736,-92.7432,25.44,97,75,0.0,US,1720059989
484,yanbu,24.0891,38.0637,29.02,79,0,2.06,SA,1720059990
485,san luis de la loma,17.2706,-100.8939,26.08,88,25,1.32,MX,1720059992
486,ataq,14.5377,46.8319,27.34,32,76,0.93,YE,1720059993
487,myskhako,44.6714,37.7433,17.88,69,3,2.25,RU,1720059995
488,saynshand,44.8824,110.1163,27.35,26,55,2.35,MN,1720059996
489,paramonga,-10.6667,-77.8333,17.62,85,28,2.7,PE,1720059998
490,rovaniemi,66.5,25.7167,14.67,77,0,1.54,FI,1720059999
491,gizo,-8.103,156.8419,27.49,77,96,1.75,SB,1720060001
492,swakopmund,-22.6833,14.5333,11.1,88,0,1.79,NA,1720060002
493,carnarvon,-24.8667,113.6333,16.95,48,0,10.46,AU,1720060004
494,tubmanburg,6.8708,-10.8172,22.31,96,99,1.1,LR,1720060005
495,kamyzyak,46.11,48.0736,21.99,78,0,4.0,RU,1720060007
496,sretensk,52.2453,117.7093,35.56,21,69,1.04,RU,1720060008
497,natal,-5.795,-35.2094,24.36,88,75,3.09,BR,1720060010
498,carutapera,-1.195,-46.02,23.9,94,100,2.88,BR,1720060012
499,pahrump,36.2083,-115.9839,41.81,7,0,0.89,US,1720060013
500,astrakhan,46.3497,48.0408,21.93,78,0,4.0,RU,1720060019
501,debre tabor,11.85,38.0167,11.35,84,98,0.32,ET,1720060020
502,mawu,29.5923,107.3139,27.1,79,96,0.91,CN,1720060022
503,junin de los andes,-39.9504,-71.0694,-0.09,74,19,8.28,AR,1720060024
504,sa'dah,16.9402,43.7639,19.07,48,8,1.52,YE,1720060025
505,xining,36.6167,101.7667,18.17,60,100,1.42,CN,1720059918
506,vel'sk,61.0701,42.0983,15.59,93,48,2.84,RU,1720060029
507,nyurba,63.2842,118.3319,15.92,44,100,2.44,RU,1720060030
508,nizhneudinsk,54.9076,99.0276,19.94,89,100,2.64,RU,1720060033
509,carmo do rio claro,-20.9719,-46.1189,15.49,60,0,0.59,BR,1720060034
510,lospalos,-8.5186,127.0025,24.41,68,57,7.02,TL,1720059758
511,lensk,60.7253,114.9278,23.99,43,37,4.61,RU,1720059871
512,colesberg,-30.72,25.0972,5.69,82,7,6.77,ZA,1720060039
513,fnidek,35.8491,-5.3575,20.97,80,0,2.19,MA,1720060040
514,jiangyou,31.7667,104.7167,25.91,74,99,2.04,CN,1720060042
515,palmer,42.1584,-72.3287,20.24,58,57,2.36,US,1720060043
516,laurel,39.0993,-76.8483,25.77,73,0,2.06,US,1720060045
517,fukuecho,32.6881,128.8419,28.2,83,20,5.66,JP,1720060046
518,san carlos,9.6612,-68.5827,23.89,90,31,1.05,VE,1720060048
519,saint-jean-d'illac,44.8087,-0.7857,17.84,94,75,3.6,FR,1720060049
520,alibag,18.6411,72.8792,29.04,84,100,6.3,IN,1720060051
521,mamburao,13.25,120.6667,29.9,67,100,0.82,PH,1720060047
522,elliot lake,46.3834,-82.6331,17.06,93,32,2.36,CA,1720060054
523,hobyo,5.3505,48.5268,24.69,83,93,11.38,SO,1720060055
524,coahuayana de hidalgo,18.7,-103.6583,25.31,91,89,1.41,MX,1720060057
525,kununurra,-15.7667,128.7333,21.99,28,0,6.69,AU,1720060058
526,puan,35.7281,126.7319,28.94,66,4,3.15,KR,1720060060
527,choyr,46.3611,108.3611,26.22,20,6,2.89,MN,1720060061
528,belmonte,-15.8631,-38.8828,22.85,76,2,2.94,BR,1720060063
529,paraiso,9.8383,-83.8656,18.48,100,100,0.77,CR,1720060065
530,kananga,-5.8958,22.4178,19.42,41,61,2.3,CD,1720060066
531,isangel,-19.55,169.2667,28.06,61,20,2.57,VU,1720060068
532,newman,37.3138,-121.0208,40.01,8,0,2.68,US,1720060069
533,tadine,-21.55,167.8833,24.3,72,63,0.64,NC,1720060071
534,bangassou,4.7413,22.8184,19.78,96,99,1.41,CF,1720060072
535,kilindoni,-7.9139,39.6668,25.49,71,55,5.61,TZ,1720060074
536,sur,22.5667,59.5289,32.44,58,100,2.24,OM,1720060075
537,big rapids,43.6981,-85.4837,22.05,81,0,5.14,US,1720060077
538,ghat,24.9647,10.1728,31.59,9,0,3.3,LY,1720060080
539,antigonish,45.6169,-61.9986,15.46,84,100,0.45,CA,1720060081
540,uliastay,47.7417,96.8444,16.79,56,88,0.91,MN,1720060084
541,berezovyy,51.6667,135.7,36.72,26,1,1.21,RU,1720060086
542,igrim,63.1906,64.4162,22.06,82,42,2.96,RU,1720060088
543,aldama,22.9167,-98.0667,28.05,85,9,2.16,MX,1720060090
544,mendi,-6.1761,143.6513,20.96,64,42,2.27,PG,1720060091
545,dunedin,-45.8742,170.5036,11.0,63,100,1.34,NZ,1720060007
546,gofitskoye,45.0792,43.0464,17.73,70,2,2.9,RU,1720060094
547,puerto armuelles,8.2833,-82.8667,27.83,87,100,4.47,PA,1720060097
548,ottumwa,41.02,-92.4113,25.3,83,0,1.54,US,1720060099
549,hirara,24.8,125.2833,33.15,62,20,4.12,JP,1720059987
550,bathsheba,13.2167,-59.5167,27.34,89,40,7.72,BB,1720060102
551,mumford,5.2618,-0.759,23.78,91,100,3.96,GH,1720060106
552,cide,41.8921,33.0044,21.22,79,34,1.12,TR,1720060109
553,cam ranh,11.9214,109.1591,29.98,70,40,2.57,VN,1720059914
554,sao vicente,-23.9631,-46.3919,24.59,53,35,2.5,BR,1720060114
555,idukki,9.85,76.9667,22.51,87,100,0.9,IN,1720060115
556,tanumah,27.1,44.1333,27.73,16,0,3.72,SA,1720060117
557,soio,-6.1349,12.3689,22.17,82,95,2.7,AO,1720060118
558,bodo,67.28,14.405,10.99,92,75,1.54,NO,1720060120
559,kalmunai,7.4167,81.8167,27.5,80,96,3.62,LK,1720060121
560,loei,17.4167,101.5,21.65,88,100,0.5,TH,1720060123
